run_n 	fq                                                       	fq1 	fq2 	fa      	cl  	b                                	fb                                    	ds  	nfq     	nfa       	ofa 	rl  	t                                 	ff  	itn   	s3w                            	rt                             	rtm  	rtr  	bs  	ftm 	ftr           	ip                  	id                  	rg                  	repeat_n                                                                                 	main_log                                                                              	iterdata_n                                                                           	gem_ind_yes 	mapper_yes 	redis_found 	redis_download 	map_corrected 	mpileup_yes 	csv_yes 	reduce1_n 	reduce2_n 	reduce2_input                                                                                                                                                                                                                                                                                                                                                                 	reduce2_output                                                                                                                                                                                                                                                                                                                                                                   	command                                                                                                                                                                                                                                                                                                                                                                          
    3 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 700000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_3_SRR15068323_700Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            18 	           18 	         18 	     18 	        0 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 700000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_1_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_2_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         40 	     40 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_4_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         80 	     80 	        1 	        4 	4                                                                                                                                                                                                                                                                                                                                                                             	4                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_4_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        40 	         40 	            40 	           40 	         80 	     80 	        1 	        4 	4                                                                                                                                                                                                                                                                                                                                                                             	4                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	False 	lumimar/hutton-genomics-v03:18 	4096                           	4096 	75%  	900 	900 	54.146.89.181 	i-0cee52f66655d990b 	us-east-1           	1                   	varcall_out/varcall_5_SRR15068323_500Kfq_100Mfa_Falseitn_1_rep1.log_functions_sorted.log 	0                                                                                     	0                                                                                    	          0 	         0 	          0 	             0 	            0 	          0 	      0 	        0 	        0 	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn False -s3w lumimar/hutton-genomics-v03:18 -rt 4096 -rtm 4096 -rtr 75% -bs 900 -ftm 900 -ftr 54.146.89.181 -ip i-0cee52f66655d990b -id us-east-1 -rg 
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_5_SRR15068323_500Kfq_100Mfa__1_rep1.log_functions_sorted.log      	540                                                                                  	        540 	       540 	        540 	           540 	          540 	        540 	    540 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1         
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_SRR15068323_500Kfq_100Mfa_40itn_5_rep1.log_functions_sorted.log 	0                                                                                    	          0 	         0 	          0 	             0 	            0 	          0 	      0 	        0 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_5_SRR15068323_500Kfq_100Mfa_40itn_rep1.log_functions_sorted.log 	0                                                                                    	          0 	         0 	          0 	             0 	            0 	          0 	      0 	        0 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    4 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	40    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_4_5_SRR15068323_500Kfq_100Mfa_40itn_rep1.log_functions_sorted.log 	40                                                                                   	         40 	        80 	        120 	            40 	           80 	         80 	     80 	        1 	        4 	4                                                                                                                                                                                                                                                                                                                                                                             	4                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 40 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1 
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_5_2_SRR15068323_500Kfq_100Mfa__rep1.log_functions_sorted.log      	540                                                                                  	        540 	      1079 	        139 	           139 	          128 	         80 	     80 	        0 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1         
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_5_3_SRR15068323_500Kfq_100Mfa__rep1.log_functions_sorted.log      	540                                                                                  	        540 	       540 	        540 	           540 	          540 	        540 	    540 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1         
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_5_4_SRR15068323_500Kfq_100Mfa__rep1.log_functions_sorted.log      	540                                                                                  	          0 	         0 	          0 	             0 	            0 	          0 	      0 	        1 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1         
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	54.146.89.181       	i-0cee52f66655d990b 	us-east-1           	1                                                                                        	varcall_out/varcall_5_5_SRR15068323_500Kfq_100Mfa__rep1.log_functions_sorted.log      	540                                                                                  	          0 	         0 	          0 	             0 	            0 	          0 	      0 	        1 	       57 	57                                                                                                                                                                                                                                                                                                                                                                            	57                                                                                                                                                                                                                                                                                                                                                                               	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1         
    1 	varcall_out/varcall__1_____rep1.log_functions_sorted.log 	0   	0   	0       	0   	0                                	0                                     	0   	      0 	        0 	  0 	  0 	python varcall_lithops_demo_v5.py 
    5 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 500000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	True                	54.146.89.181       	i-0cee52f66655d990b 	us-east-1                                                                                	1                                                                                     	varcall_out/varcall_5_1_SRR15068323_500Kfq_100Mfa__rep1.log_functions_sorted.log     	        540 	         0 	          0 	             0 	            0 	          0 	      0 	        0 	        1 	57                                                                                                                                                                                                                                                                                                                                                                            	57                                                                                                                                                                                                                                                                                                                                                                               	57                                                                                                                                                                                                                                                                                                                                                                               	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 500000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -sk True -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1
    6 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 800000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	False               	54.146.89.181       	i-0cee52f66655d990b 	us-east-1                                                                                	1                                                                                     	varcall_out/varcall_6_1_SRR15068323_800Kfq_100Mfa__rep1.log_functions_sorted.log     	        342 	       342 	        684 	           684 	          342 	        399 	    472 	      436 	        1 	54                                                                                                                                                                                                                                                                                                                                                                            	54                                                                                                                                                                                                                                                                                                                                                                               	54                                                                                                                                                                                                                                                                                                                                                                               	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 800000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -sk False -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1
    1 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	 800000 	100000000 	300 	152 	0                                 	csv 	5     	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	False               	54.146.89.181       	i-0cee52f66655d990b 	us-east-1                                                                                	1                                                                                     	varcall_out/varcall_1_1_SRR15068323_800Kfq_100Mfa_5itn_rep1.log_functions_sorted.log 	          5 	         5 	          5 	             5 	            5 	          5 	      5 	        5 	        1 	1                                                                                                                                                                                                                                                                                                                                                                             	1                                                                                                                                                                                                                                                                                                                                                                                	1                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 800000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -itn 5 -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -sk False -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1
    8 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	1000000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	False               	54.146.89.181       	i-0cee52f66655d990b 	us-east-1                                                                                	1                                                                                     	varcall_out/varcall_8_1_SRR15068323_1000Kfq_100Mfa__rep1.log_functions_sorted.log    	        270 	       270 	        270 	           270 	          270 	        270 	    291 	      270 	        1 	53                                                                                                                                                                                                                                                                                                                                                                            	53                                                                                                                                                                                                                                                                                                                                                                               	53                                                                                                                                                                                                                                                                                                                                                                               	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 1000000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -sk False -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1
    9 	SRR15068323                                              	NA  	NA  	hg19.fa 	aws 	cloudbutton-variant-caller-input 	ayman-lithops-meta-cloudbutton-hutton 	SRA 	2000000 	100000000 	300 	152 	0                                 	csv 	NA    	False                          	lumimar/hutton-genomics-v03:18 	4096 	4096 	75% 	900 	900           	False               	54.146.89.181       	i-0cee52f66655d990b 	us-east-1                                                                                	1                                                                                     	varcall_out/varcall_9_1_SRR15068323_2000Kfq_100Mfa__rep1.log_functions_sorted.log    	        144 	        17 	         23 	             0 	            0 	          0 	      0 	        0 	        0 	0                                                                                                                                                                                                                                                                                                                                                                             	0                                                                                                                                                                                                                                                                                                                                                                                	0                                                                                                                                                                                                                                                                                                                                                                                	python varcall_lithops_demo_v5.py -fq SRR15068323 -fa hg19.fa -cl aws -b cloudbutton-variant-caller-input -fb ayman-lithops-meta-cloudbutton-hutton -ds SRA -nfq 2000000 -nfa 100000000 -ofa 300 -rl 152 -t 0 -ff csv -s3w False -rt lumimar/hutton-genomics-v03:18 -rtm 4096 -rtr 4096 -bs 75% -ftm 900 -ftr 900 -sk False -ip 54.146.89.181 -id i-0cee52f66655d990b -rg us-east-1
